nombre_shp_l,nombre_capa,amb,ambito,codigo_ambito,grupo,codigo_grupo,dato,periodo_de_actualizacion,definiciones,codigo_capa,calidad,actor,institucion,tipo_de_actor,tipo_de_informacion,unidad_minima_de_analisis,geometria,ano,accesibilidad,link,trazabilidad,esta_en_la_carpeta,Zonas.Rurales,Límites.y.fronteras,Asentamientos.Humanos,Zonas.Urbanas,Gestión.Ambiental,Equipamientos,Infraestructura.Crítica,Emergencias,Seguridad.pública,Gestión.Hídrica,Servicios.Básicos,Energía,Telecomunicaciones,Actividades.Productivas,Bienestar.Social,Cultura.y.patrimonio,Salud.Pública,Educación,Servicios.públicos,Integración.Social,Vivienda,Vulnerabilidad,Amenazas,Transporte.Público,Congestión,Vialidad,Cambio.Climático,Emisiones.y.contaminación,Normativa.territorial,Desarrollo.Regional,nombre_shp_fichas,nombre_shp_catalogo,nombre_shp_etiquetas
distancia_paraderos_santiago,MOV_distancia_paraderos_santiago,MOV,movilidad,04,Accesibilidad,0403,Distancia a paraderos de Transporte Público mayor,Indefinido,"El indicador expresa valores de distancia desde un origen determinado respecto del paradero de transporte público (INE). La distancia se mide a través de redes viales calibradas, desde el centro geométrico de cada manzana hasta el paradero público mayor más próximo, mientras que, para su agregación territorial, dicha distancia se pondera en función de la población a nivel de manzana. El indicador pertenece al “Sistema de Indicadores y Estándares de Desarrollo Urbano” que mide el avance de la Política Nacional de Desarrollo Urbano (PNDU), encontrándose en el compromiso “Mejor acceso a movilidad sustentable” que busca asegurar a todas las personas que, con independencia de su edad, género y condición social, tengan el acceso y derecho al uso de sistema de transporte que sea ambientalmente amigable. El estándar establecido por el Consejo Nacional de Desarrollo Urbano es de hasta 400 metros. El acceso y cobertura del transporte público representan las posibilidades básicas que tienen las personas de poder movilizarse por la ciudad de forma eficiente y generalmente con menores costos monetarios que el transporte privado o particular, mejorando en parte su calidad de vida.",40301,idóneo,Sistema de Indicadores y Estándares de Desarrollo Urbano,Consejo Nacional de Desarrollo Urbano,Público,Indicador,Comuna,Polígono,2019,Dato abierto,-,Entregado,SI,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,distancia_paraderos_santiago,distancia_paraderos_santiago,distancia_paraderos_santiago
distancia_salud_primaria_siedu,MOV_distancia_salud_primaria_siedu,MOV,movilidad,04,Accesibilidad,0403,Distancia a centros de salud primaria,Indefinido,"El indicador mide “[…]la distancia en metros mínima ponderada por población, entre el centro geométrico de cada manzana y el establecimiento público de salud primaria más cercano” (INE). Además, suma a esta explicación lo siguiente: “Los centros de salud primario representan el primer nivel de contacto de los individuos, la familia y la comunidad con el sistema público de salud, brindando una atención ambulatoria y de primeros auxilios, por lo que es de suma importancia la proximidad de estos servicios” (INE). La capa entregada por el INE y el MINSAL contiene información de identificación de manzanas y localización de estas, respecto al indicador, posee campos mostrando la distancia que hay a centros de salud primaria y si cumple o no. El indicador pertenece al “Sistema de Indicadores y Estándares de Desarrollo Urbano” que mide el avance de la Política Nacional de Desarrollo Urbano (PNDU), encontrándose en el compromiso “Mejor acceso a servicios y equipamientos públicos básicos” que busca asegurar el acceso equitativo a los bienes públicos urbanos y a las oportunidades de crecimiento y desarrollo. El estándar establecido por el Consejo Nacional de Desarrollo Urbano es de hasta 1.500 metros.", ,idóneo,Sistema de Indicadores y Estándares de Desarrollo Urbano,Consejo Nacional de Desarrollo Urbano,Público,Indicador,Comuna,Polígono,2020,Dato abierto,-,Entregado,SI,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,distancia_salud_primaria_SIEDU,distancia_salud_primaria_SIEDU,distancia_salud_primaria_SIEDU
ea_93_porcentaje_de_cobertura_de_la_red_de_ciclovía_sobre_la_red_vial,MOV_ea_93_porcentaje_de_cobertura_de_la_red_de_ciclovia_sobre_la_red_vial,MOV,movilidad,04,Accesibilidad,0403,Porcentaje de cobertura de la red de ciclovía sobre la red vial,Indefinido,"Este indicador corresponde a la suma de tramos de la red de ciclovías en relación con la extensión total de la red vial (INE). Se entiende por ciclovía al espacio destinado al uso exclusivo de bicicletas y otros ciclos (vehículos no motorizados de una o más ruedas propulsados a tracción humana como bicicletas, skaters y patines), que puede estar segregada física o visualmente. El indicador pertenece al “Sistema de Indicadores y Estándares de Desarrollo Urbano” que mide el avance de la Política Nacional de Desarrollo Urbano (PNDU), encontrándose en el compromiso “Mejor acceso a movilidad sustentable” que busca asegurar a todas las personas que, con independencia de su edad, género y condición social, tengan el acceso y derecho al uso de sistema de transporte que sea ambientalmente amigable. El indicador permite identificar la proporción de la red de infraestructura vial dedicada al desplazamiento de ciclos, con el objetivo de dotar de relevancia a la movilidad activa como alternativa sustentable de traslado para la calidad de vida, la cual se explica cuando los propios viajeros proveen de la energía necesaria para sustentar el desplazamiento.",40318,idóneo,Sistema de Indicadores y Estándares de Desarrollo Urbano,Consejo Nacional de Desarrollo Urbano,Público,Indicador,Comuna,Polígono,2019,Dato abierto,-,Entregado,SI,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,ea_93_Porcentaje_de_cobertura_de_la_red_de_ciclovía_sobre_la_red_vial,ea_93_Porcentaje_de_cobertura_de_la_red_de_ciclovía_sobre_la_red_vial,ea_93_Porcentaje_de_cobertura_de_la_red_de_ciclovía_sobre_la_red_vial
estacionamiento_bicicletas,MOV_estacionamiento_bicicletas,MOV,movilidad,04,Vialidad e Infraestructura de Transportes,0401,Estacionamiento de bicicletas,Indefinido,"Los estacionamientos para bicicletas son lugares habilitados para esta acción, sin necesidad de entorpecer la circulación para peatones (Comisión Nacional de Seguridad de Tránsito). Asimismo, al estar prohibido aferrar las bicicletas en zonas reservadas para carga o descarga en la calzada, en estacionamientos para personas con discapacidad u otros, los estacionamientos de bicicletas quedan única y exclusivamente reservados para este tipo de vehículos.  Esta capa muestra información sobre la ubicación de estacionamientos de bicicletas, diferenciando si se encuentran en una estación de metro, metrotren u otro sector o servicio. Además de ello, especifica la región, provincia y comuna en la que se ubica este tipo de infraestructura. La utilidad de este tipo de información radica en la importancia de poder planificar rutas que incluyan estacionamientos de bicicletas para asegurarse de que ciclistas puedan estacionar su bicicleta de manera segura y cómoda. Por otra parte, puede ser utilizada por gobiernos y organizaciones para identificar áreas donde se necesitan más estacionamientos de bicicletas y así fomentar el uso de la bicicleta como medio de transporte sostenible y seguro.",40106,idóneo,Observatorio Urbano,Ministerio de Vivienda y Urbanismo,Público,Base,Predio,Línea,2022,Dato abierto,https://ciclovias.visorterritorial.cl/,Entregado,si,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Estacionamiento_bicicletas,Estacionamiento_bicicletas,Estacionamiento_bicicletas
estaciones_de_servicio,MOV_estaciones_de_servicio,MOV,movilidad,04,Vialidad e Infraestructura de Transportes,0401,Estaciones de servicio,Indefinido,"Una estación de servicio corresponde a un establecimiento que ofrece diferentes tipos de combustibles y otros servicios relacionados con los vehículos, tales como la venta de lubricantes, lavado de autos, tiendas de conveniencia, entre otros (Mayta, 2016). Esta capa de información geográfica contiene el nombre de la distribuidora, la calle en la que se encuentra ubicada, el tipo de bencina que tienen disponible para proporcionar a los clientes y la región, provincia y comuna en la que se ubican. Tener una capa de información geográfica con la ubicación de las estaciones de servicio en la región Metropolitana puede ser útil para diferentes propósitos, tales como, una eficiente planificación de rutas, análisis del mercado de combustibles y servicios relacionados con los vehículos, identificar áreas geográficas donde hay escasez de estaciones de servicio, y para monitorear y evaluar el impacto ambiental de las estaciones de servicio.",40107,idóneo,Unidad de Gestión de Información Territorial,Gobierno Regional Metropolitano,Público,Base,-,-,-,Convenio,-,Entregado,SI,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Estaciones_de_servicio,Estaciones_de_Servicio,Estaciones_de_servicio
estaciones_tren_rm,MOV_estaciones_tren_rm,MOV,movilidad,04,Transporte Público,0402,Estaciones de trenes,Indefinido,"Las estaciones de tren son una “instalación destinada a la llegada y salida de trenes” (RAE). En este caso se considera la infraestructura dedicada a la llegada de trenes pertenecientes al sistema ferroviario administrado por el Estado EFE. La capa contiene la localización en punto de las estaciones y su nombre. La funcionalidad de la capa se relaciona en la planificación territorial ligada a la movilidad y transporte, y para el estudio de la conectividad de la población dependiente de este medio de transporte, de tal forma que se puedan elaborar políticas públicas asociadas con las necesidades de sus usuarios actuales y potenciales.", ,idóneo,Cámara Chilena de la Construcción,Cámara Chilena de la Construcción,Público,Base,Predio,Punto,2020,Convenio, ,Entregado,SI,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Estaciones_Tren_RM,Estaciones_Tren_RM,Estaciones_Tren_RM
lineas_metro_actualizado,MOV_lineas_metro_actualizado,MOV,movilidad,04,Transporte Público,0402,Red de metro actuales y proyectadas,Indefinido,"Capa lineal que muestra las líneas de Metro actualmente construidas y aquellas en construcción o planificadas. La red de Metro corresponde al eje estructurante del Sistema de Transporte Público de Santiago. En la actualidad, esta red abarca un aproximado de 140 kilómetros de extensión, logrando alcanzar un total de 23 comunas mediante 136 estaciones distribuidas en seis líneas (Directorio de Transporte Público Metropolitano, 2020). Esta capa contiene el nombre de la línea del metro, con la finalidad de diferenciar si es una línea actual o proyectada y el número de la línea a la que corresponde (línea 1, 2, 3, etc.). Esta capa de información geográfica permite planificar y gestionar la infraestructura de transporte público en la ciudad, visualizar y analizar la red de metro, lo que facilita la toma de decisiones informadas sobre la expansión de la red, la optimización de la capacidad y la mejora de la eficiencia en el uso del metro.", ,idóneo,Dirección de Transporte Publico,Ministerio de Transporte y Telecomunicaciones,Público,Base,Predio,Línea,2019,Dato construido, ,Entregado,SI,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Lineas_metro_actualizado,Lineas_metro_actualizado,Lineas_metro_actualizado
mop_tuneles,MOV_mop_tuneles,MOV,movilidad,04,Vialidad e Infraestructura de Transportes,0401,Tuneles,Indefinido,"Un túnel es una estructura subterránea que se construye para permitir el paso de personas, vehículos o fluidos por debajo de una montaña, una ciudad o un cuerpo de agua. Un túnel se presenta con frecuencia como una solución alternativa de otras a cielo abierto (MOP, s.f). Este shapefile contiene la localización de cada uno de los túneles presentes en la región Metropolitana y la comuna en la que se ubican. La capa de información geográfica de los túneles permite visualizar la ubicación de estos y planificar rutas en función de su ubicación. Esto puede resultar especialmente útil en el caso de conductores de vehículos de carga o transporte de pasajeros que necesitan evitar ciertos túneles por restricciones de altura, ancho o peso. En caso de emergencias en los túneles, la capa de información geográfica puede ayudar a identificar la ubicación exacta del túnel en cuestión, lo que puede facilitar la respuesta rápida y efectiva de los servicios de emergencia.",40112,idóneo,Dirección de Vialidad,Ministerio de Obras Públicas,Público,Base,Predio,Punto,2020,Dato abierto,https://sitministerial.maps.arcgis.com/apps/webappviewer/index.html?id=ccc8ce73d80d4b48a4cbce97ff89d74c,Entregado,SI,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,MOP_Tuneles,MOP_Tuneles,MOP_Tuneles
oe15_porc_km_paviment,MOV_oe15_porc_km_paviment,MOV,movilidad,04,Accesibilidad,0403,Porcentaje de kilómetros de carreteras y caminos pavimentados de la red principal y secundaria respecto del total de carreteras y caminos de la red principal y secundaria.,Indefinido,"El indicador mide “el porcentaje de kilómetros de carreteras y caminos pavimentados de la red interurbana nacional, principal y secundaria, con respecto del total de carreteras y caminos de la red principal y secundaria” (Oficina de Estudios y Políticas Agrarias, 2020). El insumo principal es la cobertura de líneas con la Red Vial Nacional del Ministerio de Obras Públicas (MOP). El indicador considera como caminos pavimentados a los ejes viales que coinciden con el tipo de carpeta pavimento, pavimento básico y pavimento de doble calzada. El cálculo se realiza a través del geoprocesamiento de las coberturas en ArcGis. El indicador pertenece al “Sistema de Indicadores de Calidad de Vida Rural” que mide el avance de la Política Nacional de Desarrollo Rural (PNDR) promulgada en 2020, encontrándose en el ámbito de “Oportunidades Económicas” que tiene como objetivo mejorar el desempeño y dinamismo local, potenciando la base económica de los territorios. Este indicador es útil para evaluar la infraestructura vial de la región y su nivel de conectividad, al igual que para la planificación del transporte y para el desarrollo económico y social.",NA,idóneo,Sistema de Indicadores de Calidad de Vida Rural,Instituto Nacional de Estadísticas,Público,Indicador,Comuna,Polígono,2021,Dato abierto,https://www.ine.gob.cl/herramientas/portal-de-mapas/sicvir,Entregado,SI,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,OE15_PORC_KM_PAVIMENT,OE15_PORC_KM_PAVIMENT,OE15_PORC_KM_PAVIMENT
paraderos_estacionesmetro,MOV_paraderos_estacionesmetro,MOV,movilidad,04,Transporte Público,0402,Estaciones de metro y paraderos Sistema Red,Indefinido,"Los paraderos se definen como “un punto de parada corresponde al espacio físico de conexión entre los usuarios y los servicios de buses del Sistema de Transportes. Los elementos que conforman un paradero en general son: la señal de parada, el andén y el refugio. Todo paradero debe contar como mínimo con una señal de parada, la cual permite al usuario informarse de los servicios que se detienen en esa ubicación” (Directorio de Transporte Público Metropolitano). En el caso de estaciones de Metro, estas cumplen una función similar ya que corresponden a las infraestructuras dedicadas al recibimiento y partida de pasajeros en puntos estratégicos de la ciudad. La capa contiene información de localización, nombre de paradero o estación y estado operativo, es decir, si existe o está proyectado para una construcción futura. La función de la capa se refleja en la organización y orden de la planificación territorial de la red de transporte público, de esta forma se pueden identificar las zonas que carecen del servicio y gestionar las rutas e intermodalidad dentro del sistema como posible solución.", ,idóneo,Subsecretaría de Transportes,Ministerio de Transporte y Telecomunicaciones,Público,Base,Predio,Punto,2019,Dato abierto, ,Entregado,SI,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,paraderos_estacionesmetro,paraderos_estacionesmetro,paraderos_estacionesmetro
puntos_bip,MOV_puntos_bip,MOV,movilidad,04,Transporte Público,0402,Puntos de carga bip!,Indefinido,"La tarjeta bip! es una tarjeta inteligente utilizada como medio de pago en el transporte público de Santiago de Chile, permitiendo a los usuarios pagar sus viajes en metro, bus y tren (Directorio de Transporte Público Metropolitano (2018). En la actualidad existen dos tipos de bip!, en primer lugar, la física tradicional y la cuenta bip!QR que puede ser utilizada desde el teléfono de los usuarios. La presente capa geográfica muestra los puntos de carga de la tarjeta bip!, especificando la tienda, bazar, kiosko o almacén, la dirección exacta y la comuna en la que se ubica. Esta información es una herramienta útil para ayudar a los usuarios a encontrar los lugares donde pueden recargar su tarjeta bip! en la ciudad de Santiago y sus alrededores. Sumado a esto, es posible una planificación de rutas del transporte público en base a estas localizaciones, de manera que los pasajeros puedan ahorrar tiempo y asegurarse de tener un punto de carga cercano. Además, es posible realizar controles y fiscalizaciones o generar un análisis de demanda de estos puntos de carga y así poder mejorar la oferta de puntos de carga en áreas estratégicas.",40210,idóneo,Subsecretaría de Transportes,Ministerio de Transporte y Telecomunicaciones,Público,Base,Predio,Punto,2021,Dato abierto,https://datos.gob.cl/dataset/28198/resource/cbd329c6-9fe6-4dc1-91e3-a99689fd0254,Entregado,si,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,puntos_bip,puntos_bip,puntos_bip
recorridos_sistema_red,MOV_recorridos_sistema_red,MOV,movilidad,04,Transporte Público,0402,Recorridos Sistema Red,Indefinido,"Red (Transantiago antiguamente) corresponde al sistema de transporte público de Santiago de Chile desde el año 2007, el cual integra los servicios de buses con el Metro y el servicio de tren urbano. Su infraestructura incluye una serie de corredores de buses, es decir, vías exclusivas que permite evitar grandes congestiones vehiculares. Esta capa geográfica, generada por el Observatorio de Ciudades UC en 2020, representa las rutas de cada una de las líneas de buses del sistema de transporte público de la ciudad de Santiago, incluyendo información detallada acerca de las rutas, y si el segmento corresponde a la ida o vuelta del recorrido. Esta capa de información geográfica es útil debido a que los usuarios de transporte público pueden utilizarla para planificar cada uno de sus viajes, escoger la ruta más adecuada a sus tiempos y necesidades para lograr llegar a su destino sin mayores inconvenientes. Por otra parte, las autoridades y tomadores de decisiones como el Ministerio de Transporte y Telecomunicaciones pueden utilizar dicha información para planificar y generar mejoras en este servicio, tomando en consideración las características de la ciudad, la demanda existente, oferta planificada de servicios y los puntos de congestión que existen en la ciudad.",40208,idóneo,Cámara Chilena de la Construcción,Cámara Chilena de la Construcción,Público,Base,Predio,Línea,2020,Dato abierto,https://ideocuc-ocuc.hub.arcgis.com/datasets/6c95bfab64c748339f07502f5fd7e785_0/about,Entregado,Si,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Recorridos_Sistema_Red,Recorridos_Sistema_Red,Recorridos_Sistema_Red
red_ferroviaria,MOV_red_ferroviaria,MOV,movilidad,04,Vialidad e infraestructura de transportes,0401,Red ferroviaria,Indefinido,"La red ferroviaria es una infraestructura crítica que permite el transporte de mercancías y pasajeros a larga distancia de manera eficiente, segura y sostenible (Ministerio de Transporte y Telecomunicaciones del Gobierno de Chile).  El presente shapefile corresponde a una capa lineal que muestra la distribución y largo de las líneas férreas actualmente en uso y aquellas que no están en uso. Al conocer la ubicación de las estaciones y líneas ferroviarias, se pueden planificar rutas de viaje más eficientes y seguras, identificar áreas de oportunidad y establecer nuevas rutas y servicios, monitorear el estado de la infraestructura y tomar decisiones de gestión más eficientes, y evaluar el impacto ambiental de los trenes.", ,idóneo,División de Desarrollo Logístico,Ministerio de Transporte y Telecomunicaciones,Público,Base,Predio,Línea,2015,Dato abierto, ,Entregado,SI,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Red_ferroviaria,Red_ferroviaria,Red_ferroviaria
red_vial_rm,MOV_red_vial_rm,MOV,movilidad,04,Vialidad e Infraestructura de Transportes,0401,Red vial MOP,Indefinido,"La red vial contiene actualización en base al proceso de homologación de caminos y, entre otras cosas, nuevos levantamientos con tecnología GNSS (Ministerio de Obras Públicas, 2019). La red vial esta segmentada con información de los tipos de carpeta o rodadura, incluyendo información actualizada a agosto de 2015 de los caminos básicos. Estos archivos son considerados documentos de trabajo y corresponden a bases de datos dinámicas que están en constante depuración, complementación y actualización. La red vial es parte de lo que se encuentra disponible en el servicio web de mapas de la Dirección de Vialidad (www.mapas.mop.cl) y no representa la naturaleza jurídica de los caminos graficados. La información sobre la red vial nacional puede ser utilizada para planificar rutas de viaje, para analizar el flujo de tráfico en distintas áreas de la región, para la gestión de emergencias permitiendo identificar rutas alternativas y áreas de difícil acceso en caso de desastres naturales o accidentes, y planificar y desarrollar proyectos de infraestructura, así como a identificar áreas que necesitan mejoras en la conectividad vial.",40103,idóneo,Dirección de Vialidad,Ministerio de Obras Públicas,Público,Base,Predio,Línea,2019,Dato abierto,https://www.ide.cl/index.php/transporte/item/1708-red-vial-nacional,Entregado,si,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,red_vial_RM,red_vial_RM,red_vial_RM
ruta_buses_interurbanos,MOV_ruta_buses_interurbanos,MOV,movilidad,04,Transporte Público,0402,Recorridos buses interurbanos,Indefinido,"El transporte interurbano es aquel que supera los 200 km de recorrido, por lo tanto, los terminales interurbanos se definen como la infraestructura donde llegan y se transportan pasajeros a sectores más lejanos de la ciudad, fuera de sus límites con destino a otros núcleos urbanos y localidades rurales (Decreto Supremo 212 del Ministerio de Transportes y Telecomunicaciones sobre el Reglamento de los servicios nacionales de transporte público de pasajeros). Esta capa geográfica contiene cada una de las rutas de las diferentes líneas de buses interurbanos presentes en la región Metropolitana. La información contenida aquí es útil debido a que los usuarios de transporte interurbano pueden utilizarla para planificar cada uno de sus viajes, escoger la ruta más adecuada a sus tiempos y necesidades para lograr llegar a su destino sin mayores inconvenientes. Por otra parte, las autoridades y tomadores de decisiones como el Ministerio de Transporte y Telecomunicaciones pueden utilizar dicha información para planificar y generar mejoras en este servicio, tomando en consideración las características –del territorio y los puntos de congestión que existen en los recorridos.",40201,idóneo,Subsecretaría de Transportes,Ministerio de Transporte y Telecomunicaciones,Público,Base,-,Línea,2023,Transparencia,Transparencia,Entregado,si,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Ruta_buses_interurbanos,Ruta_buses_interurbanos,Ruta_buses_interurbanos
ruta_buses_rurales,MOV_ruta_buses_rurales,MOV,movilidad,04,Transporte Público,0402,Recorridos buses rurales,Indefinido,"Los buses rurales se dividen en dos categorías, en donde los rurales corrientes corresponden a aquellos que realizan viajes desde las comunas rurales de la región hacia el área metropolitana de Santiago. Por otra parte, los buses rurales periféricos son aquellos que prestan servicios entre comunas rurales de la región, sin llegar al Gran Santiago (Subsecretaría de Transportes, 2017). Esta capa de información geográfica contiene el tipo de bus según dichas categorías, el folio y la dirección (poniente, sur poniente, sur, oriente, etc.). Esta información es útil para evaluar la accesibilidad y conectividad de las áreas rurales. En segundo lugar, permite identificar necesidades de transporte, optimizar rutas existentes, planificar nuevas rutas según demanda de transporte rural.",40201,idóneo,Subsecretaría de Transportes,Ministerio de Transporte y Telecomunicaciones,Público,Base,-,Línea,2023,Transparencia,Transparencia,Entregado,si,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Ruta_buses_rurales,Ruta_buses_rurales,Ruta_buses_rurales
ruta_taxis_colectivos,MOV_ruta_taxis_colectivos,MOV,movilidad,04,Transporte Público,0402,Recorridos taxis colectivos,Indefinido,"Los taxis colectivos se definen como un servicio que atiende a sus usuarios realizando viajes con un recorrido previamente establecido en automóviles de color negro, los cuales poseen un letrero sobre su techo, con la finalidad de que el cliente pueda identificar el servicio y la ruta que recorre (Ministerio de Transportes y Telecomunicaciones, 2012). La tarifa de estos debe encontrarse especificada en el letrero del vehículo. Esta capa geográfica contiene cada una de las rutas de los diferentes taxis-colectivos que se encuentran operando en la región Metropolitana. Esta información puede ser de gran utilidad al momento de planificar rutas de transporte para evitar la duplicación de rutas de buses o el Sistema Red. Además de ello, es posible realizar un análisis de demanda y tomar decisiones informadas sobre cómo mejorar la oferta del transporte público en ciertas áreas que posean mayor demanda de este servicio. Finalmente, se puede decidir de manera más informada aquellos sectores que necesitan mejora en su infraestructura, ya que al conocer las rutas es posible otorgar soluciones como construcción de nuevas paradas de taxis, gestión de recorridos, entre otros.",40202,idóneo,Subsecretaría de Transportes,Ministerio de Transporte y Telecomunicaciones,Público,Base,-,Línea,2023,Transparencia,Transparencia,Entregado,si,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Ruta_taxis_colectivos,Ruta_taxis_colectivos,Ruta_taxis_colectivos
terminales_buses_stgo,MOV_terminales_buses_stgo,MOV,movilidad,04,Transporte público,0402,Terminales urbanos e interurbanos,Indefinido,"El transporte interurbano es aquel que supera los 200 km de recorrido, por lo tanto, los terminales interurbanos se definen como la infraestructura donde llegan y se transportan pasajeros a sectores más lejanos de la ciudad, fuera de sus límites con destino a otros núcleos urbanos y localidades rurales (Decreto Supremo 212 del Ministerio de Transportes y Telecomunicaciones sobre el Reglamento de los servicios nacionales de transporte público de pasajeros). La capa contiene información de localización, nombre y número de cada terminal. La funcionalidad está ligada a la planificación territorial ligada al transporte interurbano, teniendo en cuenta su capacidad de carga de población, la oferta de servicios y las insuficiencias que pueden mejorarse a través de políticas públicas afines.", ,idóneo,Subsecretaría de Transportes,Ministerio de Transporte y Telecomunicaciones,Público,Base,Predio,Punto,-,Transparencia,Transparencia,Entregado,SI,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,terminales_buses_STGO,terminales_buses_STGO,terminales_buses_STGO
zonas_congestion,MOV_zonas_congestion,MOV,movilidad,04,Accesibilidad,0403,Zonas de mayor congestión vehicular,Indefinido,"La congestión vehicular corresponde a la acción y efecto de obstruir o entorpecer el paso, la circulación o el movimiento (RAE, 2001). En este sentido, cuando la congestión es excesiva, implica que “la demanda se acerca a la capacidad de la infraestructura transitada y el tiempo de tránsito aumenta a un valor muy superior al que rige en condiciones de baja demanda” (Naciones Unidas, 2001). El shapefile contiene las 50 principales congestiones de la ciudad de Santiago, correspondientes a un día promedio laboral, de temporada normal (no estival), del año 2023. Esta información es fundamental para los organismos encargados de gestionar el tráfico y el transporte, ya que les permite tomar medidas para mejorar la fluidez y eficiencia del tráfico en áreas específicas. Pueden implementar estrategias como cambios en la señalización vial, regulación de horarios de circulación o implementación de rutas alternativas para aliviar la congestión.",40302,idóneo,Unidad de Gestión de Corto Plazo,Ministerio de Transporte y Telecomunicaciones,Público,Indicador,-,-,2023,Transparencia,Transparencia,Entregado,si,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,zonas_congestion,zonas_congestion,zonas_congestion
zonas pagas 01-08-2018,MOV_zonas_pagas_01_08_2018,MOV,movilidad,04,Transporte Público,0402,Zonas Pagas,Indefinido,"Las Zonas Pagas son paraderos en los que el pasajero paga su pasaje antes de abordar el bus (Directorio de Transporte Público Metropolitano, 2018). Están diseñadas para regular el flujo de personas en los servicios de transporte público y para aumentar los ingresos del sistema de transporte. Estas áreas suelen estar ubicadas en lugares estratégicos, como el centro de la ciudad, estaciones de metro, terminales de autobuses y otros puntos de interconexión de transporte. Existen ciertos criterios para decidir qué paraderos deben funcionar con Zona Paga. En primer lugar, se toma en consideración la cantidad de usuarios que utilizan antes de abordar un bus. En segundo lugar, se calcula el flujo de buses en dicho paradero. Y en tercer lugar, se fiscaliza el cumplimiento de frecuencias, la regularidad de los servicios, entre otros. Esta capa de información geográfica contiene el nombre del paradero que posee la zona paga, la comuna en la que se localiza, el horario de funcionamiento, entre otros datos de relevancia. Esta información puede ser útil de varias formas, por ejemplo, para la planificación de rutas de transporte público, realizar un análisis de demanda, coordinar controles, fiscalizaciones y gestiones mejoras en la infraestructura de transporte.",40213,idóneo,Dirección de Transporte Publico,Ministerio de Transporte y Telecomunicaciones,Público,Base,Predio,Punto,2018,Dato abierto,https://www.dtpm.cl/index.php/infraestructura/zonas-pagas,Entregado,si,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Zonas Pagas 01-08-2018,Zonas Pagas 01-08-2018,Zonas Pagas 01-08-2018
